gameId,week,nflPlayId,nflPlayType,nflPlayDescription,side,playerName,teamId,position
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Segun Olubi,2520,OLB
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Greedy Vance,2520,CB
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Jahfari Harvey,2520,DE
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Treydan Stukes,2520,FS
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Jermod McCoy,2520,CB
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Hezekiah Masses,2520,CB
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Brandon Cleveland,2520,DT
2026005,1,2219,FIELD_GOAL,"(10:53) C.Ryland 56 yard field goal is GOOD, Center-C.Kreiter, Holder-B.Gillikin.",def,Gary Smith III,2520,DT
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Isaiah Oliver,3800,FS
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Simi Fehoko,3800,WR
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Elliott Brown,3800,OLB
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Chad Ryland,3800,K
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Owen Pappoe,3800,ILB
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Eku Leota,3800,OLB
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Elijah Jones,3800,CB
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Dadrion Taylor-Demerson,3800,FS
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Eugene Asante,3800,ILB
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Reggie Virgil,3800,WR
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",off,Karson Sharar,3800,ILB
2026005,1,2239,KICK_OFF,"C.Ryland kicks 65 yards from AZ 35 to LV 0. D.Thompkins to LV 29 for 29 yards (E.Jones, E.Leota).",def,Buddy Johnson,2520,MLB
